Time,Sample,Replicate,CD,CA,EL,DP,BU,PV,CDEVO
28,CD,3,0.212333336,0,0,0,0,0,0
1,BU,1,0,0,0,0,0.687066679,0,0
1,BU,2,0,0,0,0,0.686666672,0,0
1,BU,3,0,0,0,0,0.683966642,0,0
7,BU,1,0,0,0,0,0.319433329,0,0
7,BU,2,0,0,0,0,0.320333329,0,0
7,BU,3,0,0,0,0,0.316233334,0,0
14,BU,1,0,0,0,0,0.305633341,0,0
14,BU,2,0,0,0,0,0.329433327,0,0
14,BU,3,0,0,0,0,0.322533344,0,0
21,BU,1,0,0,0,0,0.310733341,0,0
21,BU,2,0,0,0,0,0.331133328,0,0
21,BU,3,0,0,0,0,0.303233318,0,0
28,BU,1,0,0,0,0,0.294333324,0,0
28,BU,2,0,0,0,0,0.297433332,0,0
28,BU,3,0,0,0,0,0.287133321,0,0
35,BU,1,0,0,0,0,0.318966674,0,0
35,BU,2,0,0,0,0,0.355366665,0,0
35,BU,3,0,0,0,0,0.306166666,0,0
42,BU,1,0,0,0,0,0.335766666,0,0
42,BU,2,0,0,0,0,0.401666664,0,0
42,BU,3,0,0,0,0,0.332966678,0,0
49,BU,2,0,0,0,0,0.378766671,0,0
49,BU,3,0,0,0,0,0.315666661,0,0
56,BU,3,0,0,0,0,0.287699997,0,0
64,BU,3,0,0,0,0,0.286200017,0,0
1,PV,1,0,0,0,0,0,0.820866649,0
1,PV,2,0,0,0,0,0,0.807166641,0
1,PV,3,0,0,0,0,0,0.825366681,0
7,PV,1,0,0,0,0,0,0.680533317,0
7,PV,2,0,0,0,0,0,0.684133319,0
7,PV,3,0,0,0,0,0,0.669333306,0
14,PV,1,0,0,0,0,0,0.709733312,0
14,PV,2,0,0,0,0,0,0.706533318,0
14,PV,3,0,0,0,0,0,0.688333338,0
21,PV,1,0,0,0,0,0,0.65753331,0
21,PV,2,0,0,0,0,0,0.654233359,0
21,PV,3,0,0,0,0,0,0.635933362,0
28,PV,1,0,0,0,0,0,0.643633351,0
28,PV,2,0,0,0,0,0,0.652433321,0
28,PV,3,0,0,0,0,0,0.628433332,0
35,PV,1,0,0,0,0,0,0.670366662,0
35,PV,2,0,0,0,0,0,0.644166666,0
35,PV,3,0,0,0,0,0,0.632266658,0
42,PV,1,0,0,0,0,0,0.720066689,0
42,PV,2,0,0,0,0,0,0.725566648,0
42,PV,3,0,0,0,0,0,0.693866692,0
49,PV,1,0,0,0,0,0,0.650266662,0
49,PV,2,0,0,0,0,0,0.656166688,0
49,PV,3,0,0,0,0,0,0.630266681,0
56,PV,1,0,0,0,0,0,0.666000009,0
56,PV,2,0,0,0,0,0,0.681999981,0
56,PV,3,0,0,0,0,0,0.660300016,0
64,PV,1,0,0,0,0,0,0.68809998,0
64,PV,2,0,0,0,0,0,0.681400001,0
64,PV,3,0,0,0,0,0,0.64200002,0
1,CA,1,0,0.05536667,0,0,0,0,0
1,CA,2,0,0.053466668,0,0,0,0,0
1,CA,3,0,0.084766676,0,0,0,0,0
7,CA,1,0,-0.006166669,0,0,0,0,0
7,CA,2,0,-0.007266665,0,0,0,0,0
7,CA,3,0,-0.006566669,0,0,0,0,0
14,CA,1,0,0.026833331,0,0,0,0,0
14,CA,3,0,0.028433335,0,0,0,0,0
21,CA,1,0,0.012933336,0,0,0,0,0
21,CA,3,0,0.012033336,0,0,0,0,0
28,CA,1,0,0.002933331,0,0,0,0,0
28,CA,3,0,0.00333333,0,0,0,0,0
35,CA,1,0,0.022766667,0,0,0,0,0
35,CA,3,0,0.021066668,0,0,0,0,0
42,CA,1,0,0.042966664,0,0,0,0,0
42,CA,3,0,0.005366668,0,0,0,0,0
49,CA,3,0,0.01606667,0,0,0,0,0
56,CA,3,0,-0.015900001,0,0,0,0,0
64,CA,3,0,-0.001999997,0,0,0,0,0
1,DP,1,0,0,0,0.242966657,0,0,0
1,DP,2,0,0,0,0.242766683,0,0,0
1,DP,3,0,0,0,0.247266655,0,0,0
7,DP,1,0,0,0,0.139433337,0,0,0
7,DP,2,0,0,0,0.139633325,0,0,0
7,DP,3,0,0,0,0.146233333,0,0,0
14,DP,1,0,0,0,0.14653333,0,0,0
14,DP,2,0,0,0,0.149233331,0,0,0
14,DP,3,0,0,0,0.151133334,0,0,0
21,DP,1,0,0,0,0.143333338,0,0,0
21,DP,2,0,0,0,0.144733332,0,0,0
21,DP,3,0,0,0,0.149233334,0,0,0
28,DP,1,0,0,0,0.147033334,0,0,0
28,DP,2,0,0,0,0.145233333,0,0,0
28,DP,3,0,0,0,0.145433336,0,0,0
35,DP,1,0,0,0,0.149066659,0,0,0
35,DP,2,0,0,0,0.153166669,0,0,0
35,DP,3,0,0,0,0.152966666,0,0,0
42,DP,1,0,0,0,0.173266672,0,0,0
42,DP,2,0,0,0,0.175266661,0,0,0
42,DP,3,0,0,0,0.174166672,0,0,0
49,DP,1,0,0,0,0.15716666,0,0,0
49,DP,2,0,0,0,0.15246667,0,0,0
49,DP,3,0,0,0,0.157066673,0,0,0
56,DP,1,0,0,0,0.116899997,0,0,0
56,DP,2,0,0,0,0.121899992,0,0,0
56,DP,3,0,0,0,0.1162,0,0,0
64,DP,1,0,0,0,0.123099998,0,0,0
64,DP,2,0,0,0,0.125400007,0,0,0
64,DP,3,0,0,0,0.134000003,0,0,0
1,EL,1,0,0,0.246466671,0,0,0,0
1,EL,2,0,0,0.246966665,0,0,0,0
1,EL,3,0,0,0.247666662,0,0,0,0
7,EL,1,0,0,0.155233336,0,0,0,0
7,EL,2,0,0,0.149733332,0,0,0,0
7,EL,3,0,0,0.149133337,0,0,0,0
14,EL,1,0,0,0.182933336,0,0,0,0
14,EL,2,0,0,0.184433331,0,0,0,0
14,EL,3,0,0,0.178533336,0,0,0,0
21,EL,1,0,0,0.155333333,0,0,0,0
21,EL,2,0,0,0.123933338,0,0,0,0
21,EL,3,0,0,0.145733334,0,0,0,0
28,EL,1,0,0,0.148033336,0,0,0,0
28,EL,2,0,0,0.144333333,0,0,0,0
28,EL,3,0,0,0.151933327,0,0,0,0
35,EL,1,0,0,0.162466663,0,0,0,0
35,EL,2,0,0,0.172666656,0,0,0,0
35,EL,3,0,0,0.162366661,0,0,0,0
42,EL,1,0,0,0.148766659,0,0,0,0
42,EL,2,0,0,0.150766663,0,0,0,0
42,EL,3,0,0,0.13266667,0,0,0,0
49,EL,1,0,0,0.156766668,0,0,0,0
49,EL,2,0,0,0.153166667,0,0,0,0
49,EL,3,0,0,0.138266668,0,0,0,0
56,EL,1,0,0,0.125,0,0,0,0
56,EL,2,0,0,0.124599993,0,0,0,0
56,EL,3,0,0,0.132599995,0,0,0,0
64,EL,1,0,0,0.141400009,0,0,0,0
64,EL,2,0,0,0.112900004,0,0,0,0
64,EL,3,0,0,0.103200004,0,0,0,0
0,CD,1,0.0055,0,0,0,0,0,0
0,CD,2,0.0055,0,0,0,0,0,0
0,CD,3,0.0055,0,0,0,0,0,0
0,BU,1,0,0,0,0,0.0055,0,0
0,BU,2,0,0,0,0,0.0055,0,0
0,BU,3,0,0,0,0,0.0055,0,0
0,PV,1,0,0,0,0,0,0.0055,0
0,PV,2,0,0,0,0,0,0.0055,0
0,PV,3,0,0,0,0,0,0.0055,0
0,CA,1,0,0.0055,0,0,0,0,0
0,CA,2,0,0.0055,0,0,0,0,0
0,CA,3,0,0.0055,0,0,0,0,0
0,DP,1,0,0,0,0.0055,0,0,0
0,DP,2,0,0,0,0.0055,0,0,0
0,DP,3,0,0,0,0.0055,0,0,0
0,EL,1,0,0,0.0055,0,0,0,0
0,EL,2,0,0,0.0055,0,0,0,0
0,EL,3,0,0,0.0055,0,0,0,0
0,CDEVO_PV,1,0,0,0,0,0,0.00275,0.00275
0,CDEVO_PV,2,0,0,0,0,0,0.00275,0.00275
0,CDEVO_PV,3,0,0,0,0,0,0.00275,0.00275
1,CDEVO_PV,1,0,0,0,0,0,0.761661258,0.07577209
1,CDEVO_PV,2,0,0,0,0,0,0.805816907,0.063916437
1,CDEVO_PV,3,0,0,0,0,0,0.700750335,0.137483027
7,CDEVO_PV,1,0,0,0,0,0,0.626487337,0.111079315
7,CDEVO_PV,2,0,0,0,0,0,0.61350099,0.124465669
7,CDEVO_PV,3,0,0,0,0,0,0.587942844,0.114223835
14,CDEVO_PV,1,0,0,0,0,0,0.509766356,0.190033673
14,CDEVO_PV,2,0,0,0,0,0,0.52580565,0.173194366
14,CDEVO_PV,3,0,0,0,0,0,0.461640293,0.210259696
21,CDEVO_PV,1,0,0,0,0,0,0.710330739,0.086069272
21,CDEVO_PV,2,0,0,0,0,0,0.717236928,0.083363064
21,CDEVO_PV,3,0,0,0,0,0,0.615062783,0.12633722
28,CDEVO_PV,1,0,0,0,0,0,0.646556459,0.065810211
28,CDEVO_PV,2,0,0,0,0,0,0.586718744,0.118447924
28,CDEVO_PV,3,0,0,0,0,0,0.553200197,0.097466487
35,CDEVO_PV,1,0,0,0,0,0,0.485526205,0.213773808
35,CDEVO_PV,2,0,0,0,0,0,0.545978466,0.168921514
35,CDEVO_PV,3,0,0,0,0,0,0.406979922,0.269120056
49,CDEVO_PV,1,0,0,0,0,0,0.591184733,0.116281944
49,CDEVO_PV,2,0,0,0,0,0,0.585281317,0.125285338
49,CDEVO_PV,3,0,0,0,0,0,0.553290553,0.147776135
64,CDEVO_PV,1,0,0,0,0,0,0.390614235,0.319419127
64,CDEVO_PV,2,0,0,0,0,0,0.410985747,0.305947568
64,CDEVO_PV,3,0,0,0,0,0,0.471291143,0.251942204
0,CDEVO,1,0,0,0,0,0,0,0.0055
0,CDEVO,2,0,0,0,0,0,0,0.0055
0,CDEVO,3,0,0,0,0,0,0,0.0055
1,CDEVO,1,0,0,0,0,0,0,0.238566672
1,CDEVO,2,0,0,0,0,0,0,0.218566661
1,CDEVO,3,0,0,0,0,0,0,0.235866671
7,CDEVO,1,0,0,0,0,0,0,0.075133336
7,CDEVO,2,0,0,0,0,0,0,0.079233331
7,CDEVO,3,0,0,0,0,0,0,0.078633336
14,CDEVO,1,0,0,0,0,0,0,0.221833323
14,CDEVO,2,0,0,0,0,0,0,0.229033326
14,CDEVO,3,0,0,0,0,0,0,0.255233323
21,CDEVO,1,0,0,0,0,0,0,0.266133331
21,CDEVO,2,0,0,0,0,0,0,0.325033329
21,CDEVO,3,0,0,0,0,0,0,0.267433338
28,CDEVO,2,0,0,0,0,0,0,0.204533324
28,CDEVO,3,0,0,0,0,0,0,0.212333336
