Param name,Param value,Param stdv,Param p-value,CD,CA,EL,DP,BU,PV,CDEVO,CD*CD,CD*CA,CD*EL,CD*DP,CD*BU,CD*PV,CD*CDEVO,CA*CD,CA*CA,CA*EL,CA*DP,CA*BU,CA*PV,CA*CDEVO,EL*CD,EL*CA,EL*EL,EL*DP,EL*BU,EL*PV,EL*CDEVO,DP*CD,DP*CA,DP*EL,DP*DP,DP*BU,DP*PV,DP*CDEVO,BU*CD,BU*CA,BU*EL,BU*DP,BU*BU,BU*PV,BU*CDEVO,PV*CD,PV*CA,PV*EL,PV*DP,PV*BU,PV*PV,PV*CDEVO,CDEVO*CD,CDEVO*CA,CDEVO*EL,CDEVO*DP,CDEVO*BU,CDEVO*PV,CDEVO*CDEVO
EL*CA,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL*EL,-1.0783940503809601,0.2483529,1.4107314886133328e-05,-0.0016709205,1.699924e-06,-0.0097039705,-2.0564391e-06,-5.4369604e-05,-9.512376e-06,3.146936e-07,0.007409579,0.00011812142,0.0074764015,0.0029933231,-0.0028183528,-0.0029148767,0.0,8.028416e-06,-4.8599695e-06,0.0,0.0,0.0,0.0,0.0,0.0064368774,0.0,0.061679162,0.0,0.0,0.0,0.0,-2.2732136e-06,0.0,0.0,1.1544154e-05,0.0,0.0,0.0,0.00025778142,0.0,0.0,0.0,0.00013668352,0.0,0.0,4.831192e-05,0.0,0.0,0.0,0.0,4.749469e-06,4.027096e-05,0.0,0.0,0.0,0.0,0.0,-1.18918294e-07,-1.4188944e-06
EL*DP,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL*BU,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL*PV,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL*CDEVO,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP*CD,-0.127335435728779,0.10088313,0.2068741743922372,0.00048831705,-4.877281e-07,4.2396152e-07,-0.0029291306,1.844093e-05,1.7664393e-05,-2.4515893e-07,-0.0013828268,-0.00012009122,0.0006236492,0.014729682,-0.00059809943,5.9090202e-05,0.0,-2.2302984e-06,1.2358287e-06,0.0,0.0,0.0,0.0,0.0,8.110349e-07,0.0,-2.2732136e-06,0.0,0.0,0.0,0.0,0.0101774065,0.0,0.0,0.01639854,0.0,0.0,0.0,-1.1030184e-05,0.0,0.0,0.0,-4.9147693e-05,0.0,0.0,-2.0213072e-05,0.0,0.0,0.0,0.0,-2.4168854e-05,-2.3831815e-05,0.0,0.0,0.0,0.0,0.0,9.553299e-08,1.1049185e-06
DP*CA,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP*EL,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP*DP,-1.5700672092385666,0.37468156,2.7845790816831625e-05,-0.002224609,2.2254383e-06,-2.149168e-06,-0.021032192,-8.302598e-05,-7.471847e-05,1.0563568e-06,0.006603357,0.00051389216,-0.0040314263,-0.059095267,0.0021729595,-0.0005767909,0.0,1.020552e-05,-5.701546e-06,0.0,0.0,0.0,0.0,0.0,-4.051294e-06,0.0,1.1544154e-05,0.0,0.0,0.0,0.0,0.01639854,0.0,0.0,0.14038628,0.0,0.0,0.0,7.5228636e-05,0.0,0.0,0.0,0.00022032915,0.0,0.0,8.975321e-05,0.0,0.0,0.0,0.0,0.00010129725,0.00010388218,0.0,0.0,0.0,0.0,0.0,-4.1097672e-07,-4.7607264e-06
DP*BU,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP*PV,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP*CDEVO,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU*CD,-5.417927008953286,2.841366,0.056546025416799456,-0.019369608,1.9841877e-05,-4.7503705e-05,-1.3378797e-05,-3.482223,0.000114139715,1.2980079e-06,0.09764435,8.4345076e-05,-0.19248094,0.018858481,0.38709337,-0.045693994,0.0,9.4808274e-05,-5.9107646e-05,0.0,0.0,0.0,0.0,0.0,-8.245644e-05,0.0,0.00025778142,0.0,0.0,0.0,0.0,-1.1030184e-05,0.0,0.0,7.5228636e-05,0.0,0.0,0.0,8.073361,0.0,0.0,0.0,9.626511,0.0,0.0,0.00046728086,0.0,0.0,0.0,0.0,-0.0002882271,0.00028449637,0.0,0.0,0.0,0.0,0.0,-4.4389034e-07,-5.8733795e-06
BU*CA,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU*EL,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU*DP,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU*BU,-6.663739540111272,3.5447316,0.060121762778199174,-0.018943533,1.9063984e-05,-2.5328956e-05,-3.930357e-05,-4.4656568,-0.00044860475,7.0227447e-06,0.06602731,0.0033047758,-0.072732136,0.058167785,0.019938348,-0.014836034,0.0,8.8356464e-05,-5.086047e-05,0.0,0.0,0.0,0.0,0.0,-4.5985485e-05,0.0,0.00013668352,0.0,0.0,0.0,0.0,-4.9147693e-05,0.0,0.0,0.00022032915,0.0,0.0,0.0,9.626511,0.0,0.0,0.0,12.565123,0.0,0.0,0.00068624195,0.0,0.0,0.0,0.0,0.00057550817,0.0007320714,0.0,0.0,0.0,0.0,0.0,-2.7265476e-06,-3.1643416e-05
BU*PV,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU*CDEVO,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV*CD,-6.316666290783595,1.9444952,0.001160207391670691,-0.0072640306,7.2980592e-06,-8.960581e-06,-1.600913e-05,-0.00026178928,-2.7771683,0.032095317,0.024271373,0.0013817529,-0.023784814,0.023715872,0.0021734303,0.16856313,0.0,3.3726905e-05,-1.925595e-05,0.0,0.0,0.0,0.0,0.0,-1.6425534e-05,0.0,4.831192e-05,0.0,0.0,0.0,0.0,-2.0213072e-05,0.0,0.0,8.975321e-05,0.0,0.0,0.0,0.00046728086,0.0,0.0,0.0,0.00068624195,0.0,0.0,3.7810616,0.0,0.0,0.0,0.0,4.091253,2.7783237,0.0,0.0,0.0,0.0,0.0,-0.012682605,-0.14452861
PV*CA,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV*EL,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV*DP,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV*BU,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV*PV,-7.239466578438384,2.2030225,0.0010156621145622343,-0.0051568393,5.0935932e-06,-9.5267933e-07,-1.8077124e-05,-0.00021033955,-3.2432756,0.035814356,0.009687552,0.0018057144,0.012683027,0.027005134,0.015246236,0.074824415,0.0,2.282781e-05,-1.1892834e-05,0.0,0.0,0.0,0.0,0.0,-2.7950202e-06,0.0,4.749469e-06,0.0,0.0,0.0,0.0,-2.4168854e-05,0.0,0.0,0.00010129725,0.0,0.0,0.0,-0.0002882271,0.0,0.0,0.0,0.00057550817,0.0,0.0,4.091253,0.0,0.0,0.0,0.0,4.8533077,2.9941149,0.0,0.0,0.0,0.0,0.0,-0.014196853,-0.16126242
PV*CDEVO,-4.853679706708664,1.8145769,0.007476775782677878,-0.007453006,7.46047e-06,-7.4917166e-06,-1.8532173e-05,-0.00027636692,-2.0965698,0.036640905,0.022529947,0.0016771593,-0.0151022,0.027532242,0.006540614,0.04435097,0.0,3.4251807e-05,-1.9197505e-05,0.0,0.0,0.0,0.0,0.0,-1.4059938e-05,0.0,4.027096e-05,0.0,0.0,0.0,0.0,-2.3831815e-05,0.0,0.0,0.00010388218,0.0,0.0,0.0,0.00028449637,0.0,0.0,0.0,0.0007320714,0.0,0.0,2.7783237,0.0,0.0,0.0,0.0,2.9941149,3.292689,0.0,0.0,0.0,0.0,0.0,-0.02582877,-0.16510534
CDEVO*CD,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0,0.0
CDEVO*CA,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0,0.0
CDEVO*EL,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0,0.0
CDEVO*DP,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0,0.0
CDEVO*BU,-0.1,1.0005,0.9203839980878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010002,0.0,0.0
CDEVO*PV,0.2914869479823693,0.08985399,0.0011786091945376628,2.709583e-05,-2.7046747e-08,2.2200776e-08,7.329849e-08,1.0218005e-06,0.009756279,-0.01111412,-7.489003e-05,-6.8645118e-06,2.741575e-05,-0.00010963757,-3.6515128e-05,-0.0002137305,0.0,-1.2336042e-07,6.813356e-08,0.0,0.0,0.0,0.0,0.0,4.2821544e-08,0.0,-1.1891828e-07,0.0,0.0,0.0,0.0,9.553298e-08,0.0,0.0,-4.1097675e-07,0.0,0.0,0.0,-4.4389034e-07,0.0,0.0,0.0,-2.726547e-06,0.0,0.0,-0.012682605,0.0,0.0,0.0,0.0,-0.014196853,-0.02582877,0.0,0.0,0.0,0.0,0.0,0.008073739,0.049381338
CDEVO*CDEVO,1.1607324413670759,0.565478,0.040105853262411215,0.00031555834,-3.1502782e-07,2.647983e-07,8.494628e-07,1.1865383e-05,0.110997275,-0.07088403,-0.0008807169,-7.901164e-05,0.00035253927,-0.0012643472,-0.00040988356,-0.002425049,0.0,-1.4393237e-06,7.955534e-07,0.0,0.0,0.0,0.0,0.0,5.091613e-07,0.0,-1.4188944e-06,0.0,0.0,0.0,0.0,1.1049185e-06,0.0,0.0,-4.7607264e-06,0.0,0.0,0.0,-5.8733795e-06,0.0,0.0,0.0,-3.1643416e-05,0.0,0.0,-0.14452861,0.0,0.0,0.0,0.0,-0.16126242,-0.16510534,0.0,0.0,0.0,0.0,0.0,0.049381338,0.3197654
