Time,Sample,Replicate,CD,CA,EL,DP,BU,PV,CDEVO
1,PV,1,0,0,0,0,0,0.854999979,0
1,PV,2,0,0,0,0,0,0.844500025,0
1,PV,3,0,0,0,0,0,0.841500004,0
7,PV,1,0,0,0,0,0,1.024433384,0
7,PV,2,0,0,0,0,0,1.045733343,0
7,PV,3,0,0,0,0,0,1.094433318,0
14,PV,1,0,0,0,0,0,1.101766688,0
14,PV,2,0,0,0,0,0,1.124366624,0
14,PV,3,0,0,0,0,0,1.038966638,0
21,PV,1,0,0,0,0,0,1.047333347,0
21,PV,2,0,0,0,0,0,1.084433305,0
21,PV,3,0,0,0,0,0,1.084533321,0
28,PV,1,0,0,0,0,0,0.995166719,0
28,PV,2,0,0,0,0,0,1.003866613,0
28,PV,3,0,0,0,0,0,1.029266655,0
35,PV,1,0,0,0,0,0,1.138766659,0
35,PV,2,0,0,0,0,0,1.101866615,0
35,PV,3,0,0,0,0,0,1.019366634,0
42,PV,1,0,0,0,0,0,1.186400001,0
42,PV,2,0,0,0,0,0,1.156300013,0
42,PV,3,0,0,0,0,0,1.188600009,0
49,PV,1,0,0,0,0,0,1.177066689,0
49,PV,2,0,0,0,0,0,1.129766708,0
49,PV,3,0,0,0,0,0,1.106066709,0
56,PV,1,0,0,0,0,0,1.044166654,0
56,PV,2,0,0,0,0,0,1.147666663,0
56,PV,3,0,0,0,0,0,1.120966643,0
64,PV,1,0,0,0,0,0,1.136699987,0
64,PV,2,0,0,0,0,0,1.180399967,0
64,PV,3,0,0,0,0,0,1.13690002,0
0,CA,1,0,0.0055,0,0,0,0,0
0,CA,2,0,0.0055,0,0,0,0,0
0,CA,3,0,0.0055,0,0,0,0,0
1,CA,1,0,0.106300001,0,0,0,0,0
1,CA,2,0,0.119899993,0,0,0,0,0
1,CA,3,0,0.136699994,0,0,0,0,0
7,CA,1,0,-0.000366663,0,0,0,0,0
7,CA,2,0,-0.001966668,0,0,0,0,0
7,CA,3,0,0.000633332,0,0,0,0,0
14,CA,1,0,0.001366665,0,0,0,0,0
14,CA,2,0,0.002466669,0,0,0,0,0
14,CA,3,0,0.004766663,0,0,0,0,0
21,CA,1,0,0.005433331,0,0,0,0,0
21,CA,2,0,0.004033337,0,0,0,0,0
21,CA,3,0,0.006033334,0,0,0,0,0
28,CA,1,0,0.012166664,0,0,0,0,0
28,CA,2,0,0.009266667,0,0,0,0,0
28,CA,3,0,0.007566668,0,0,0,0,0
35,CA,1,0,-0.000833335,0,0,0,0,0
35,CA,2,0,-0.003133337,0,0,0,0,0
35,CA,3,0,6.67E-05,0,0,0,0,0
42,CA,1,0,0.051599999,0,0,0,0,0
42,CA,2,0,0.050599997,0,0,0,0,0
42,CA,3,0,0.0543,0,0,0,0,0
49,CA,1,0,0.000566666,0,0,0,0,0
49,CA,2,0,-0.003833334,0,0,0,0,0
49,CA,3,0,-0.003233331,0,0,0,0,0
56,CA,1,0,0.012766667,0,0,0,0,0
56,CA,2,0,0.010766663,0,0,0,0,0
56,CA,3,0,0.010866664,0,0,0,0,0
64,CA,1,0,-0.003000001,0,0,0,0,0
64,CA,3,0,-0.002399998,0,0,0,0,0
0,DP,1,0,0,0,0.0055,0,0,0
0,DP,2,0,0,0,0.0055,0,0,0
0,DP,3,0,0,0,0.0055,0,0,0
1,DP,1,0,0,0,0.219400009,0,0,0
1,DP,2,0,0,0,0.221200009,0,0,0
1,DP,3,0,0,0,0.219699999,0,0,0
7,DP,1,0,0,0,0.163433338,0,0,0
7,DP,2,0,0,0,0.167433331,0,0,0
7,DP,3,0,0,0,0.169633339,0,0,0
14,DP,1,0,0,0,0.18636666,0,0,0
14,DP,2,0,0,0,0.187466664,0,0,0
14,DP,3,0,0,0,0.175366667,0,0,0
21,DP,1,0,0,0,0.19653334,0,0,0
21,DP,2,0,0,0,0.189733344,0,0,0
21,DP,3,0,0,0,0.190633344,0,0,0
28,DP,1,0,0,0,0.202866673,0,0,0
28,DP,2,0,0,0,0.184066653,0,0,0
28,DP,3,0,0,0,0.191966653,0,0,0
35,DP,1,0,0,0,0.20426665,0,0,0
35,DP,2,0,0,0,0.203766656,0,0,0
35,DP,3,0,0,0,0.195266676,0,0,0
42,DP,1,0,0,0,0.261599993,0,0,0
42,DP,2,0,0,0,0.259799992,0,0,0
42,DP,3,0,0,0,0.257900005,0,0,0
49,DP,1,0,0,0,0.196766679,0,0,0
49,DP,2,0,0,0,0.205366676,0,0,0
49,DP,3,0,0,0,0.202166652,0,0,0
56,DP,1,0,0,0,0.200466663,0,0,0
56,DP,2,0,0,0,0.199966669,0,0,0
56,DP,3,0,0,0,0.204966664,0,0,0
64,DP,2,0,0,0,0.199799997,0,0,0
64,DP,3,0,0,0,0.202200008,0,0,0
0,EL,1,0,0,0.0055,0,0,0,0
0,EL,2,0,0,0.0055,0,0,0,0
0,EL,3,0,0,0.0055,0,0,0,0
1,EL,1,0,0,0.196,0,0,0,0
1,EL,2,0,0,0.198700001,0,0,0,0
1,EL,3,0,0,0.201499989,0,0,0,0
7,EL,1,0,0,0.175533334,0,0,0,0
7,EL,2,0,0,0.173633332,0,0,0,0
7,EL,3,0,0,0.161733339,0,0,0,0
14,EL,1,0,0,0.173366663,0,0,0,0
14,EL,2,0,0,0.184266669,0,0,0,0
14,EL,3,0,0,0.177066666,0,0,0,0
21,EL,1,0,0,0.130633327,0,0,0,0
21,EL,2,0,0,0.115333336,0,0,0,0
21,EL,3,0,0,0.132733333,0,0,0,0
28,EL,1,0,0,0.159766674,0,0,0,0
28,EL,2,0,0,0.160466671,0,0,0,0
28,EL,3,0,0,0.151466668,0,0,0,0
35,EL,1,0,0,0.098466662,0,0,0,0
35,EL,2,0,0,0.122166661,0,0,0,0
42,EL,1,0,0,0.19279999,0,0,0,0
42,EL,2,0,0,0.189799999,0,0,0,0
42,EL,3,0,0,0.182699998,0,0,0,0
49,EL,1,0,0,0.121266668,0,0,0,0
49,EL,2,0,0,0.131666665,0,0,0,0
49,EL,3,0,0,0.130266671,0,0,0,0
56,EL,1,0,0,0.101366669,0,0,0,0
56,EL,2,0,0,0.120466664,0,0,0,0
56,EL,3,0,0,0.129266664,0,0,0,0
64,EL,1,0,0,0.146699992,0,0,0,0
64,EL,2,0,0,0.146899996,0,0,0,0
0,CDEVO_PV,1,0,0,0,0,0,0.00275,0.00275
0,CDEVO_PV,2,0,0,0,0,0,0.00275,0.00275
0,CDEVO_PV,3,0,0,0,0,0,0.00275,0.00275
1,CDEVO_PV,1,0,0,0,0,0,0.987357675,0.17117567
1,CDEVO_PV,2,0,0,0,0,0,1.063166919,0.097766466
1,CDEVO_PV,3,0,0,0,0,0,1.054354102,0.094679216
7,CDEVO_PV,1,0,0,0,0,0,0.269408223,0.807058399
7,CDEVO_PV,2,0,0,0,0,0,0.941760921,0.2567058
7,CDEVO_PV,3,0,0,0,0,0,0.972284587,0.182882101
14,CDEVO_PV,1,0,0,0,0,0,0.443843944,0.762056084
14,CDEVO_PV,3,0,0,0,0,0,0.972130312,0.20696968
21,CDEVO_PV,1,0,0,0,0,0,0.963023282,0.279276752
21,CDEVO_PV,2,0,0,0,0,0,0.406757073,0.749742909
21,CDEVO_PV,3,0,0,0,0,0,1.02927522,0.240624744
28,CDEVO_PV,1,0,0,0,0,0,1.01864259,0.105424031
28,CDEVO_PV,2,0,0,0,0,0,0.983102389,0.029464326
28,CDEVO_PV,3,0,0,0,0,0,0.224156026,0.921410586
35,CDEVO_PV,1,0,0,0,0,0,1.079641158,0.000958828
35,CDEVO_PV,2,0,0,0,0,0,1.076600038,0
35,CDEVO_PV,3,0,0,0,0,0,1.167900048,0
49,CDEVO_PV,2,0,0,0,0,0,1.190679076,0.002587629
49,CDEVO_PV,3,0,0,0,0,0,1.153230338,0.001036332
64,CDEVO_PV,1,0,0,0,0,0,1.02829309,0.001140225
64,CDEVO_PV,2,0,0,0,0,0,1.061633294,0
64,CDEVO_PV,3,0,0,0,0,0,1.170568988,0.001864334
0,CDEVO,1,0,0,0,0,0,0,0.0055
0,CDEVO,2,0,0,0,0,0,0,0.0055
0,CDEVO,3,0,0,0,0,0,0,0.0055
1,CDEVO,1,0,0,0,0,0,0,0.414499988
1,CDEVO,2,0,0,0,0,0,0,0.421600004
1,CDEVO,3,0,0,0,0,0,0,0.425300022
7,CDEVO,1,0,0,0,0,0,0,0.215533326
7,CDEVO,2,0,0,0,0,0,0,0.255933324
7,CDEVO,3,0,0,0,0,0,0,0.37773333
14,CDEVO,1,0,0,0,0,0,0,0.245266659
14,CDEVO,2,0,0,0,0,0,0,0.211966676
14,CDEVO,3,0,0,0,0,0,0,0.184766663
21,CDEVO,1,0,0,0,0,0,0,0.314133334
21,CDEVO,2,0,0,0,0,0,0,0.24993332
21,CDEVO,3,0,0,0,0,0,0,0.321133333
28,CDEVO,2,0,0,0,0,0,0,0.359466672
28,CDEVO,3,0,0,0,0,0,0,0.363566667
35,CDEVO,2,0,0,0,0,0,0,0.320366663
35,CDEVO,3,0,0,0,0,0,0,0.33926667
42,CDEVO,2,0,0,0,0,0,0,0.384500002
42,CDEVO,3,0,0,0,0,0,0,0.397500013
49,CDEVO,2,0,0,0,0,0,0,0.341266667
49,CDEVO,3,0,0,0,0,0,0,0.308066671
56,CDEVO,2,0,0,0,0,0,0,0.310266674
56,CDEVO,3,0,0,0,0,0,0,0.325666666
64,CDEVO,2,0,0,0,0,0,0,0.362499995
64,CDEVO,3,0,0,0,0,0,0,0.353200001
